Zip Code,school,Type,City,State,State FIPS,Locale,Average Faculty Salary,Average SAT Score,Admission Rate,4-Year Completion Rate,Average Net Price (Public),Average Net Price (Private),Cost of Attendance (Academic Year),Median Debt of Completers,Median Earnings (8 Years After Entry),Mean Earnings (8 Years After Entry),Retention Rate,Student Faculty Ratio
10003,cooper union for advancement of science and art,5,new york,NY,36,11.0,13781.0,1480.0,0.1905,0.745454545455,,16478.0,67088.0,15000.0,57789.0,56100.0,0.9231,9.0
14853,cornell university,5,ithaca,NY,36,13.0,17253.0,1520.0,0.0816,0.922948073702,,32337.0,83196.0,14000.0,97098.0,86300.0,0.9722,9.0
10065,weill medical college of cornell university,2,new york,NY,36,11.0,,,,0.922948073702,,,,14000.0,97098.0,86300.0,,
14830,suny corning community college,7,corning,NY,36,41.0,7795.0,,,0.290465631929,8488.0,,13917.0,12000.0,35498.0,32100.0,,20.0
13057,pomeroy college of nursing crouse hospital,8,east syracuse,NY,36,21.0,9262.0,,0.4,0.634782608696,,22322.0,26409.0,15250.0,67987.0,52700.0,,5.0
12538,culinary institute of america,8,hyde park,NY,36,21.0,9791.0,1089.0,0.9176,0.56183745583,,31864.0,54106.0,15750.0,43549.0,42400.0,0.7031,19.0
10010,cuny baruch college,4,new york,NY,36,11.0,12556.0,1310.0,0.5048,0.626541207008,2978.0,,13521.0,11512.0,70543.0,55000.0,0.8633,19.0
10007,cuny borough of manhattan community college,7,new york,NY,36,11.0,11370.0,,,0.288350634371,4907.0,,12187.0,7574.0,37750.0,35000.0,,19.0
10453,cuny bronx community college,7,bronx,NY,36,11.0,11800.0,,,0.233029381966,4342.0,,11987.0,8384.0,38945.0,33100.0,,14.0
11210,cuny brooklyn college,4,brooklyn,NY,36,11.0,12729.0,1310.0,0.5366,0.485930408472,2943.0,,13573.0,11000.0,54349.0,43400.0,0.7845,13.0
10314,cuny college of staten island,4,staten island,NY,36,11.0,12606.0,,,0.278298485941,5115.0,,14084.0,14350.0,48653.0,41700.0,0.7238,16.0
10031,cuny city college,4,new york,NY,36,11.0,13179.0,1340.0,0.5807,0.453886010363,3486.0,,13514.0,11990.0,55183.0,44800.0,0.7662,14.0
10016,cuny graduate school and university center,4,new york,NY,36,11.0,13779.0,,0.3861,0.444736842105,,,,12584.0,68817.0,54200.0,,12.0
10451,cuny hostos community college,7,bronx,NY,36,11.0,11255.0,,,0.319105691057,5001.0,,12390.0,8442.0,39402.0,32700.0,,15.0
10065,cuny hunter college,4,new york,NY,36,11.0,12766.0,1350.0,0.5405,0.463970811797,2446.0,,13310.0,11000.0,55766.0,45600.0,0.8009,14.0
10019,cuny john jay college of criminal justice,4,new york,NY,36,11.0,12094.0,1140.0,0.5722,0.520700100976,3046.0,,13712.0,11000.0,56676.0,40800.0,0.7854,16.0
11235,cuny kingsborough community college,7,brooklyn,NY,36,11.0,11330.0,,,0.21098339719,5436.0,,12998.0,7100.0,39434.0,35100.0,,23.0
11101,cuny laguardia community college,7,long island city,NY,36,11.0,12227.0,,,0.341163793103,5699.0,,13167.0,7407.0,38067.0,34200.0,,19.0
10468,cuny lehman college,4,bronx,NY,36,11.0,11841.0,1010.0,0.5543,0.536134453782,3482.0,,13456.0,10950.0,54571.0,43100.0,0.7201,15.0
11225,cuny medgar evers college,4,brooklyn,NY,36,11.0,11862.0,980.0,0.8339,0.195505617978,5881.0,,14069.0,10988.0,40716.0,35000.0,0.468,14.0
11201,cuny new york city college of technology,4,brooklyn,NY,36,11.0,11868.0,1040.0,0.8074,0.217252396166,4783.0,,13404.0,10533.0,45560.0,39500.0,0.6069,16.0
11367,cuny queens college,4,queens,NY,36,11.0,12029.0,1210.0,0.6852,0.371024734982,3830.0,,13643.0,10298.0,55518.0,45400.0,0.7771,14.0
11364,cuny queensborough community college,7,bayside,NY,36,11.0,11730.0,,,0.301895848332,4620.0,,11882.0,8600.0,41046.0,35800.0,,16.0
11101,cuny school of law,1,long island city,NY,36,11.0,16830.0,,,,,,,,,73400.0,,
11451,cuny york college,4,jamaica,NY,36,11.0,11717.0,1100.0,0.5942,0.353462603878,4734.0,,13686.0,11000.0,52476.0,39700.0,0.6038,13.0
12901,cvph medical center school of radiologic technology,11,plattsburgh,NY,36,32.0,,,0.4118,,,8609.0,,,,,,6.0
14201,dyouville university,5,buffalo,NY,36,11.0,8529.0,1040.0,0.8235,0.6,,19585.0,42512.0,25000.0,61535.0,49600.0,0.7837,11.0
14226,daemen university,5,amherst,NY,36,21.0,7071.0,,0.7616,0.462264150943,,18244.0,44232.0,22091.0,59602.0,46400.0,0.7674,13.0
11691,yeshiva of far rockaway derech ayson rabbinical seminary,5,far rockaway,NY,36,11.0,4716.0,,0.88,,,9400.0,23750.0,,,,0.8919,10.0
10962,dominican university new york,5,orangeburg,NY,36,21.0,8584.0,1160.0,0.7883,0.464412811388,,26187.0,48001.0,25000.0,58086.0,50000.0,0.6975,14.0
12601,dutchess community college,7,poughkeepsie,NY,36,21.0,9535.0,,,0.29625,8433.0,,15709.0,10039.0,40645.0,36000.0,,20.0
12304,belanger school of nursing,8,schenectady,NY,36,13.0,8344.0,,0.8284,0.647058823529,,24119.0,24233.0,,81097.0,48900.0,,4.0
14901,elmira college,5,elmira,NY,36,13.0,4871.0,1239.0,0.908,0.668965517241,,23735.0,50783.0,27000.0,53139.0,44600.0,0.7593,8.0
14203,erie community college,7,buffalo,NY,36,11.0,5623.0,,,0.224965706447,6358.0,,12475.0,9250.0,38405.0,32600.0,,16.0
10001,fashion institute of technology,7,new york,NY,36,11.0,9473.0,,0.5761,0.766969909027,22024.0,,29732.0,12000.0,58998.0,47800.0,0.8892,17.0
14424,finger lakes community college,7,canandaigua,NY,36,41.0,7093.0,,,0.274932614555,14186.0,,19411.0,12975.0,36556.0,30900.0,,15.0
11746,five towns college,6,dix hills,NY,36,21.0,6087.0,,0.7203,0.466321243523,,20799.0,40792.0,21500.0,34228.0,33400.0,0.7093,11.0
10458,fordham university,5,bronx,NY,36,11.0,15544.0,1412.0,0.5628,0.786666666667,,42581.0,77351.0,24300.0,75002.0,60200.0,0.8767,14.0
12095,fulton montgomery community college,7,johnstown,NY,36,41.0,8973.0,,,0.312592592593,7803.0,,14219.0,12125.0,38932.0,32700.0,,23.0
10036,gemological institute of america new york,11,new york,NY,36,11.0,,,,,,35223.0,,,43328.0,42100.0,,28.0
14020,genesee community college,7,batavia,NY,36,32.0,7097.0,,,0.267949666913,7989.0,,15432.0,11622.0,36660.0,30400.0,,14.0
13323,hamilton college,5,clinton,NY,36,22.0,12310.0,1487.0,0.1177,0.91341991342,,28314.0,80380.0,17000.0,74462.0,59800.0,0.9535,9.0
13820,hartwick college,5,oneonta,NY,36,33.0,7874.0,1170.0,0.687,0.40206185567,,29800.0,66623.0,27000.0,54028.0,45400.0,0.6996,10.0
10035,helene fuld college of nursing,8,new york,NY,36,11.0,11669.0,,0.2381,0.610256410256,,37732.0,41733.0,15250.0,97321.0,79600.0,1.0,18.0
13350,herkimer county community college,7,herkimer,NY,36,31.0,5938.0,,,0.23117709438,10530.0,,17648.0,11365.0,37347.0,31000.0,,16.0
14075,hilbert college,5,hamburg,NY,36,21.0,6373.0,1060.0,0.9802,0.5,,22100.0,40002.0,24750.0,48876.0,38200.0,0.643,15.0
14456,hobart william smith colleges,5,geneva,NY,36,32.0,9638.0,1296.0,0.5728,0.724137931034,,31057.0,80635.0,27000.0,65589.0,54900.0,0.8804,10.0
11549,hofstra university,5,hempstead,NY,36,21.0,14617.0,1294.0,0.7059,0.649566473988,,35129.0,68298.0,23621.0,64563.0,51100.0,0.8311,13.0
14744,houghton university,5,houghton,NY,36,43.0,6402.0,1297.0,0.927,0.318996415771,,21148.0,29287.0,25250.0,42148.0,38500.0,0.7884,13.0
12180,hudson valley community college,7,troy,NY,36,13.0,7416.0,,,0.295774647887,7118.0,,13654.0,10625.0,43081.0,36300.0,,17.0
11756,hunter business school,12,levittown,NY,36,21.0,,,,0.811538461538,,25136.0,,7937.0,35569.0,25400.0,,16.0
10801,iona university,5,new rochelle,NY,36,21.0,9467.0,1167.0,0.9114,0.568521031208,,27951.0,57336.0,25999.0,61052.0,52900.0,0.7975,15.0
14622,isabella graham hart school of practical nursing,11,rochester,NY,36,21.0,,,0.9615,,,16121.0,,,42358.0,37100.0,,8.0
11701,island drafting and technical institute,9,amityville,NY,36,21.0,5833.0,,,,,21392.0,30201.0,,51514.0,49700.0,,18.0
14850,ithaca college,5,ithaca,NY,36,23.0,9593.0,1285.0,0.6994,0.736288504884,,32965.0,66162.0,24000.0,58247.0,50100.0,0.8328,10.0
14701,jamestown community college,7,jamestown,NY,36,32.0,7295.0,,,0.301330798479,9507.0,,17300.0,10990.0,36332.0,30900.0,,16.0
14701,jamestown business college,9,jamestown,NY,36,32.0,4548.0,,0.8582,0.515625,,7732.0,19567.0,14800.0,34449.0,24500.0,,50.0
13601,jefferson community college,7,watertown,NY,36,13.0,6742.0,,,0.249782419495,11012.0,,17874.0,12000.0,37675.0,30900.0,,18.0
10027,jewish theological seminary of america,5,new york,NY,36,11.0,12553.0,1507.0,0.4507,,,29744.0,80579.0,,,,0.9881,8.0
10023,juilliard school,5,new york,NY,36,11.0,14709.0,,0.0896,,,37903.0,81090.0,25500.0,28067.0,49200.0,0.9816,4.0
10562,kehilath yakov rabbinical seminary,5,ossining,NY,36,41.0,2273.0,,,,,3074.0,16625.0,,,,0.9804,15.0
14478,keuka college,5,keuka park,NY,36,32.0,6359.0,1090.0,0.9388,0.559198542805,,25989.0,53506.0,27000.0,52528.0,45200.0,0.6727,11.0
10017,lim college,6,new york,NY,36,11.0,6586.0,1090.0,0.9875,0.532981530343,,37514.0,50471.0,24000.0,57314.0,45200.0,0.6723,22.0
13214,le moyne college,5,syracuse,NY,36,21.0,8957.0,1260.0,0.7529,0.74011299435,,21547.0,51033.0,23000.0,59119.0,47200.0,0.8487,12.0
11548,long island university,5,brookville,NY,36,21.0,12877.0,1259.0,0.8977,0.429876656007,,23901.0,52419.0,23577.0,54687.0,51700.0,0.7787,13.0
11550,long island beauty school hempstead,12,hempstead,NY,36,21.0,,,,0.587301587302,,29171.0,,8254.0,22712.0,21700.0,,16.0
11354,long island business institute,9,flushing,NY,36,11.0,4444.0,,0.7324,0.365974282888,,11166.0,19228.0,8750.0,20410.0,24100.0,,16.0
11204,machzikei hadath rabbinical college,5,brooklyn,NY,36,11.0,6086.0,,0.95,,,8328.0,20375.0,,,,0.7778,13.0
10019,mandl school college of allied health,9,new york,NY,36,11.0,6806.0,,,0.461197339246,,30873.0,38957.0,20000.0,36595.0,28900.0,,20.0
10471,manhattan university,5,riverdale,NY,36,11.0,11881.0,1254.0,0.7849,0.731308411215,,26881.0,62537.0,26000.0,78388.0,61800.0,0.7676,11.0
10027,manhattan school of music,5,new york,NY,36,11.0,8330.0,,0.3994,0.538461538462,,47599.0,74277.0,26994.0,37166.0,37000.0,0.9007,6.0
10577,manhattanville college,5,purchase,NY,36,21.0,8882.0,,0.8466,0.630319148936,,25842.0,55641.0,25000.0,48595.0,46400.0,0.7583,12.0
12208,maria college of albany,8,albany,NY,36,12.0,7807.0,1040.0,0.6094,0.505226480836,,16055.0,23518.0,20528.0,55505.0,42100.0,0.8,5.0
14456,marion s whelan school of nursing of geneva general hospital,11,geneva,NY,36,32.0,,,1.0,0.698795180723,,14085.0,14085.0,18955.0,65600.0,,,5.0
12601,marist college,5,poughkeepsie,NY,36,21.0,10555.0,1285.0,0.6471,0.758139534884,,39660.0,63898.0,25000.0,70306.0,55600.0,0.8776,16.0
10021,marymount manhattan college,5,new york,NY,36,11.0,8296.0,1226.0,0.7888,0.573008849558,,37037.0,63837.0,25750.0,42125.0,40500.0,0.638,8.0
12208,st peters hospital college of nursing,8,albany,NY,36,12.0,8161.0,,1.0,0.75,,,,14745.0,70402.0,55900.0,,8.0
10065,memorial hospital school of radiation therapy technology,11,new york,NY,36,11.0,,,,,,,,,,,,4.0
10522,mercy university,5,dobbs ferry,NY,36,21.0,9475.0,,0.8547,0.500497512438,,15770.0,32391.0,19637.0,49047.0,42500.0,0.7444,15.0
11218,mesivta torah vodaath rabbinical seminary,5,brooklyn,NY,36,11.0,2805.0,,0.8974,0.390625,,5360.0,22157.0,,19383.0,29900.0,0.7442,28.0
11218,mesivta of eastern parkway yeshiva zichron meilech,8,brooklyn,NY,36,11.0,2977.0,,0.625,,,8751.0,18500.0,,,,0.7353,14.0
10002,mesivtha tifereth jerusalem of america,5,new york,NY,36,11.0,2067.0,,0.6087,,,10373.0,17500.0,,,,0.9355,5.0
12206,mildred elley school albany campus,12,albany,NY,36,12.0,6044.0,,,0.237636480411,,21348.0,28648.0,19000.0,32495.0,24100.0,,12.0
11223,mirrer yeshiva cent institute,8,brooklyn,NY,36,11.0,3686.0,,0.7778,,,11641.0,21343.0,,,,0.6933,7.0
12304,modern welding school,12,schenectady,NY,36,13.0,,,,,,24257.0,,,50368.0,38300.0,,18.0
13501,mohawk valley community college,7,utica,NY,36,13.0,6862.0,,,0.274336283186,8404.0,,15981.0,11000.0,37737.0,32400.0,,18.0
11571,molloy college,5,rockville centre,NY,36,21.0,11156.0,1193.0,0.7564,0.654503990878,,26870.0,48251.0,27000.0,76573.0,60900.0,0.8295,10.0
10468,monroe college,6,bronx,NY,36,11.0,6018.0,,0.6588,0.435121503897,,10376.0,26306.0,18818.0,40036.0,32900.0,0.7008,18.0
14623,monroe community college,7,rochester,NY,36,21.0,7147.0,,,0.225366095805,6569.0,,14196.0,9750.0,37324.0,32400.0,,18.0
12550,mount saint mary college,5,newburgh,NY,36,13.0,9483.0,1160.0,0.8246,0.55016722408,,23736.0,51810.0,26007.0,64512.0,47900.0,0.7663,12.0
10550,montefiore school of nursing,8,mount vernon,NY,36,21.0,10915.0,,,,,,,20000.0,,,,9.0
10471,university of mount saint vincent,5,bronx,NY,36,11.0,10128.0,1110.0,0.8464,0.549019607843,,19920.0,50617.0,25000.0,61111.0,54500.0,0.6998,15.0
10029,icahn school of medicine mount sinai,2,new york,NY,36,11.0,,,,,,,,,,107000.0,,
11530,nassau community college,7,garden city,NY,36,21.0,10757.0,,,0.266304347826,5736.0,,13907.0,10500.0,44016.0,38400.0,,18.0
14618,nazareth university,5,rochester,NY,36,21.0,8336.0,1256.0,0.795,0.697160883281,,30521.0,56140.0,26038.0,53205.0,44200.0,0.8196,9.0
10022,neighborhood playhouse school of theater,11,new york city,NY,36,11.0,,,0.7059,,,33096.0,39556.0,,19272.0,,,7.0
10011,new school,5,new york,NY,36,11.0,13132.0,,0.6252,0.60707456979,,55359.0,82757.0,22266.0,49944.0,48800.0,0.819,9.0
13148,northeast college of health sciences,2,seneca falls,NY,36,41.0,6466.0,,,,,,,,,,,
10013,new york law school,2,new york,NY,36,11.0,14355.0,,,,,,,,,91600.0,,
10595,new york medical college,2,valhalla,NY,36,21.0,8650.0,,,,,,,,,136200.0,,
11101,new york school for medical and dental assistants,12,long island city,NY,36,11.0,3967.0,,,0.795379537954,,16117.0,,8309.0,35198.0,30000.0,,20.0
10027,new york theological seminary,2,new york,NY,36,11.0,6104.0,,,,,,,,,,,
10012,new york university,5,new york,NY,36,11.0,17330.0,1527.0,0.0941,0.723341232227,,35035.0,79121.0,20500.0,76035.0,68700.0,0.9509,8.0
14132,niagara county community college,7,sanborn,NY,36,41.0,8394.0,,,0.309068476249,7222.0,,13545.0,11039.0,38697.0,34800.0,,21.0
14109,niagara university,5,niagara university,NY,36,21.0,9518.0,1155.0,0.8534,0.248595505618,,18740.0,50174.0,25475.0,49762.0,43100.0,0.7985,10.0
10566,empire beauty school peekskill,12,peekskill,NY,36,21.0,,,,,,18627.0,,6554.0,26521.0,,,9.0
12983,north country community college,7,saranac lake,NY,36,33.0,6514.0,,,0.112328767123,11690.0,,17964.0,12000.0,37988.0,31700.0,,12.0
10035,new york college of podiatric medicine,2,new york,NY,36,11.0,11605.0,,,,,,,,,,,
11568,new york institute of technology,5,old westbury,NY,36,41.0,13096.0,1290.0,0.7808,0.50987224158,,20709.0,53625.0,23334.0,64194.0,57800.0,0.7791,13.0
10021,new york school of interior design,11,new york,NY,36,11.0,,,0.6034,,,41358.0,46980.0,,,50200.0,0.7273,10.0
10566,ohr hameir theological seminary,8,peekskill,NY,36,21.0,4758.0,,,,,,,,,,0.6667,16.0
13215,onondaga community college,7,syracuse,NY,36,21.0,7041.0,,,0.138779878701,7178.0,,14613.0,10000.0,38224.0,32200.0,,19.0
10940,orange county community college,7,middletown,NY,36,23.0,8802.0,,,0.211311861744,7442.0,,14396.0,12000.0,43891.0,34700.0,,18.0
13820,otsego area boces practical nursing program,10,oneonta,NY,36,33.0,,,,,8280.0,,,,37812.0,30100.0,,
10038,pace university,5,new york,NY,36,11.0,12664.0,1232.0,0.7714,0.525588536336,,31046.0,68092.0,23250.0,61062.0,57500.0,0.7408,16.0
12970,paul smiths college of arts and science,5,paul smiths,NY,36,42.0,5487.0,,0.9073,0.597359735974,,24583.0,50865.0,22750.0,43916.0,34600.0,0.7207,12.0
14224,continental school of beauty culture west seneca,12,west seneca,NY,36,21.0,,,,0.648780487805,,16000.0,,6333.0,19264.0,21900.0,,20.0
11375,plaza college,9,forest hills,NY,36,11.0,6092.0,,0.3,0.326666666667,,18193.0,25190.0,20751.0,28199.0,23300.0,,25.0
12860,davis college,5,pottersville,NY,36,42.0,3889.0,,0.3333,0.44262295082,,14320.0,22080.0,,35229.0,28200.0,0.75,6.0
11205,pratt institute main,5,brooklyn,NY,36,11.0,12423.0,1339.0,0.5317,0.621376811594,,50647.0,76533.0,26000.0,47795.0,43200.0,0.8905,9.0
11230,rabbinical academy mesivta rabbi chaim berlin,5,brooklyn,NY,36,11.0,7297.0,,1.0,,,3964.0,17950.0,,,,0.8824,18.0
11219,rabbinical college bobover yeshiva bnei zion,5,brooklyn,NY,36,11.0,3358.0,,,0.858974358974,,8943.0,19382.0,,35458.0,24000.0,0.9862,26.0
10952,rabbinical college beth shraga,8,monsey,NY,36,21.0,6512.0,,0.9259,,,11229.0,25950.0,,,,0.8108,12.0
8701,rabbinical seminary mkor chaim,5,lakewood,NJ,34,21.0,1883.0,,1.0,,,6594.0,15450.0,,,,0.8246,16.0
11561,rabbinical college of long island,8,long beach,NY,36,21.0,6138.0,,1.0,,,6253.0,18300.0,,,,0.9054,20.0
11367,rabbinical seminary of america,5,flushing,NY,36,11.0,3200.0,,0.9754,,,5900.0,19700.0,,,,0.7681,40.0
12180,rensselaer polytechnic institute,5,troy,NY,36,13.0,13277.0,1415.0,0.5845,0.795979899497,,33139.0,79934.0,23750.0,95369.0,73400.0,0.8875,14.0
14624,roberts wesleyan university,5,rochester,NY,36,21.0,6879.0,1205.0,0.7778,0.663551401869,,23461.0,49621.0,23750.0,55991.0,43400.0,0.7568,9.0
14623,rochester institute of technology,5,rochester,NY,36,21.0,11313.0,1378.0,0.714,0.582747130692,,29694.0,71714.0,26778.0,70978.0,58700.0,0.8677,13.0
14627,university of rochester,5,rochester,NY,36,12.0,13878.0,1480.0,0.3585,0.835429769392,,30248.0,82600.0,21000.0,75218.0,60400.0,0.9245,9.0
10065,rockefeller university,2,new york,NY,36,11.0,23689.0,,,,,,,,,,,
10901,rockland community college,7,suffern,NY,36,21.0,8818.0,,,0.154870940883,8508.0,,14941.0,8497.0,46357.0,40400.0,,20.0
10001,empire beauty school manhattan,12,new york,NY,36,11.0,,,,0.548758865248,,19553.0,,10667.0,20914.0,23800.0,,23.0
12180,russell sage college,5,troy,NY,36,13.0,6478.0,,0.7619,0.621052631579,,23027.0,50986.0,22000.0,52727.0,45600.0,0.746,10.0
14618,st bernards school of theology and ministry,2,rochester,NY,36,21.0,6414.0,,,,,,,,,,,
14778,st bonaventure university,5,saint bonaventure,NY,36,33.0,7851.0,1181.0,0.8153,0.608333333333,,27151.0,55265.0,26000.0,54580.0,43500.0,0.8055,12.0
11201,st francis college,5,brooklyn,NY,36,11.0,6681.0,,,0.391382405745,,21614.0,42269.0,23250.0,56896.0,44300.0,0.6163,13.0
13203,st josephs college of nursing,8,syracuse,NY,36,12.0,7835.0,,0.4545,0.81679389313,,29688.0,30466.0,12000.0,80905.0,59200.0,,9.0
13617,st lawrence university,5,canton,NY,36,33.0,10224.0,1343.0,0.5847,0.719298245614,,30561.0,79665.0,27000.0,58917.0,50000.0,0.8538,11.0
12203,college of saint rose,5,albany,NY,36,12.0,6968.0,,0.734,0.452603471295,,23819.0,52773.0,24749.0,52099.0,41400.0,0.7026,14.0
10976,st thomas aquinas college,5,sparkill,NY,36,21.0,9445.0,,0.8223,0.510273972603,,21344.0,51685.0,23198.0,50468.0,44400.0,0.7311,16.0
12065,samaritan hospital school of nursing,8,troy,NY,36,13.0,7604.0,,,0.8125,,24655.0,29132.0,15250.0,70003.0,49800.0,,6.0
10708,sarah lawrence college,5,bronxville,NY,36,21.0,10336.0,1374.0,0.5893,0.752293577982,,21132.0,79320.0,27000.0,43274.0,39800.0,0.8139,10.0
12305,schenectady county community college,7,schenectady,NY,36,13.0,5994.0,,,0.110460251046,5298.0,,13169.0,11049.0,36952.0,31500.0,,15.0
11559,shor yoshuv rabbinical college,5,lawrence,NY,36,21.0,5463.0,,,,,11600.0,16500.0,,,,1.0,5.0
12211,siena,5,loudonville,NY,36,21.0,9389.0,1238.0,0.7057,0.721052631579,,32697.0,62329.0,26561.0,66308.0,54400.0,0.8492,13.0
12866,skidmore college,5,saratoga springs,NY,36,23.0,10697.0,1388.0,0.2292,0.873417721519,,34581.0,81890.0,19500.0,59421.0,52300.0,0.8824,8.0
11205,st josephs university new york,5,brooklyn,NY,36,11.0,9239.0,1170.0,0.714,0.683317624882,,17622.0,39254.0,22000.0,61290.0,47200.0,0.8079,12.0
10707,saint vladimirs orthodox theological seminary,2,yonkers,NY,36,21.0,8340.0,,,,,,,,,,,
13501,saint elizabeth college of nursing,8,utica,NY,36,13.0,9010.0,,1.0,0.741176470588,,19736.0,28850.0,14250.0,73991.0,57700.0,,6.0
14618,st john fisher university,5,rochester,NY,36,21.0,9601.0,1207.0,0.678,0.740157480315,,28150.0,52514.0,23250.0,62486.0,50000.0,0.8362,12.0
10311,st pauls school of nursing staten island,9,staten island,NY,36,11.0,6576.0,,,0.610486891386,,39377.0,46582.0,25729.0,56991.0,,,15.0
11439,st johns university new york,5,queens,NY,36,11.0,13140.0,1215.0,0.7967,0.629070157771,,26985.0,61931.0,25000.0,61041.0,54300.0,0.8073,16.0
12759,sullivan county community college,7,loch sheldrake,NY,36,41.0,6163.0,,,0.261235955056,9263.0,,16693.0,10150.0,35996.0,28600.0,,18.0
14802,suny college of technology alfred,7,alfred,NY,36,42.0,6397.0,1059.0,0.8175,0.488095238095,14488.0,,23982.0,13750.0,48594.0,41100.0,0.7439,16.0
13617,suny college of technology canton,4,canton,NY,36,33.0,7626.0,,0.9634,0.41935483871,15001.0,,23169.0,20000.0,43414.0,34700.0,0.679,17.0
13753,suny college of technology delhi,4,delhi,NY,36,43.0,6748.0,,0.8841,0.436210131332,17387.0,,26285.0,15180.0,45226.0,37000.0,0.6749,12.0
12043,suny college of agriculture and technology cobleskill,4,cobleskill,NY,36,32.0,7223.0,1060.0,0.8325,0.403361344538,17980.0,,27108.0,16023.0,42423.0,34100.0,0.7042,14.0
11735,farmingdale state college,4,farmingdale,NY,36,21.0,9211.0,1104.0,0.6912,0.543362831858,9173.0,,17146.0,14718.0,63080.0,49800.0,0.8085,18.0
13408,suny morrisville,7,morrisville,NY,36,42.0,7029.0,,0.9123,0.36626746507,17393.0,,26031.0,18742.0,42006.0,35000.0,0.6156,13.0
12222,university albany,4,albany,NY,36,12.0,10933.0,,0.6987,0.647878967665,18486.0,,28490.0,19500.0,60335.0,48500.0,0.8307,17.0
13850,binghamton university,4,vestal,NY,36,22.0,10739.0,1415.0,0.3773,0.73163064833,21364.0,,29657.0,18500.0,73402.0,57100.0,0.8959,18.0
14260,university buffalo,4,buffalo,NY,36,21.0,11923.0,1298.0,0.693,0.6075345732,20470.0,,29043.0,19000.0,63080.0,54400.0,0.8398,11.0
